teslimat_saati,bolge_yogunlugu,kullanici_gecmis_basarisi,adres_tipi,hafta_sonu_mu,basari_ihtimali,onerilen_yontem,karbon_kazanci_gram
12,11.01,24.71,0,0,28.02,1,998.69
13,42.49,98.03,1,0,54.69,2,624.03
16,23.2,55.52,1,1,45.03,2,694.39
8,43.07,100.0,1,0,48.18,2,659.97
7,3.96,99.41,0,0,83.21,0,187.96
13,12.85,100.0,0,0,86.26,0,158.21
16,10.06,58.99,1,0,59.55,2,552.59
10,59.0,39.83,0,0,22.43,1,1124.38
16,52.73,50.26,0,1,21.68,1,1102.54
11,78.62,63.07,2,1,13.21,1,1203.32
19,42.8,24.54,2,1,5.25,1,1275.58
20,34.26,62.49,2,1,40.76,2,749.15
11,24.61,67.97,2,0,51.6,2,660.73
11,33.13,46.11,2,0,29.56,1,1049.49
13,23.45,51.19,1,0,43.7,2,762.27
11,11.19,67.59,0,0,57.48,2,623.62
16,54.82,79.13,2,0,25.2,1,1084.83
18,31.46,54.18,2,0,34.95,1,947.34
16,74.96,77.85,0,0,23.28,1,1077.29
18,52.82,74.74,0,1,47.12,2,684.95
13,16.53,72.94,0,0,58.91,2,566.77
9,52.0,58.96,2,0,26.82,1,1017.33
17,63.28,45.33,1,0,23.88,1,1073.33
12,72.15,100.0,0,0,33.57,1,904.7
16,45.73,84.61,0,0,42.8,2,750.25
11,56.26,92.11,2,0,34.86,1,943.76
8,34.3,70.33,1,0,40.58,2,772.01
23,20.27,68.72,0,0,33.84,1,916.42
9,60.23,81.81,0,1,41.53,2,757.94
22,38.55,35.31,0,0,15.5,1,1155.82
22,76.76,49.71,0,1,8.12,1,1181.14
18,79.22,56.04,1,0,14.05,1,1159.05
16,7.37,62.91,0,0,58.54,2,606.12
15,47.61,54.41,0,1,28.82,1,1013.85
19,23.11,78.66,1,1,59.06,2,583.87
11,19.89,73.63,0,1,69.76,0,308.01
13,25.67,99.86,2,0,63.95,2,500.15
15,18.65,100.0,0,0,76.69,0,276.19
13,25.05,46.74,0,0,34.63,1,948.36
13,26.42,74.95,0,0,65.93,0,442.17
12,87.67,74.91,0,1,5.59,1,1311.55
15,74.57,71.72,0,0,21.79,1,1071.0
19,55.62,50.3,0,0,18.86,1,1106.78
10,45.69,53.66,1,0,33.28,1,993.01
20,30.07,76.81,0,1,55.37,2,604.76
16,70.06,53.09,0,0,7.3,1,1229.96
18,44.13,75.19,2,1,35.21,1,921.24
14,40.15,67.08,0,0,44.69,2,784.21
18,49.03,74.83,1,1,44.54,2,718.34
4,68.5,52.93,0,0,12.73,1,1184.35
18,37.28,75.15,0,1,53.05,2,617.55
7,16.66,54.38,0,0,34.07,1,969.79
19,4.88,75.21,0,1,72.88,0,334.06
23,16.89,98.79,2,0,55.82,2,637.89
11,48.53,77.22,0,0,40.94,2,835.73
10,23.58,78.44,1,0,68.28,2,415.32
17,50.54,88.34,1,1,56.3,2,581.66
11,57.37,43.93,0,0,15.76,1,1147.89
19,49.78,100.0,1,0,53.03,2,645.72
9,15.62,50.89,0,0,51.66,2,675.23
9,22.62,89.59,1,0,79.47,2,311.67
22,78.47,86.94,1,0,13.3,1,1169.63
16,74.85,53.96,0,0,25.16,1,1076.75
19,76.12,92.18,0,0,20.97,1,1114.79
12,61.06,81.96,0,0,38.91,1,892.57
16,71.74,100.0,0,0,26.15,1,971.85
15,13.31,75.87,0,0,71.11,0,382.89
15,23.07,69.83,2,0,45.62,2,738.14
16,48.56,61.7,0,0,33.36,1,944.83
15,20.34,37.13,0,0,26.55,1,1006.88
13,37.92,65.64,0,1,52.29,2,633.57
11,27.08,66.48,0,0,47.37,2,684.81
17,71.06,77.24,0,1,17.93,1,1074.92
10,35.53,43.54,0,0,28.55,1,982.92
16,26.63,67.22,0,1,54.47,2,578.35
11,77.96,83.53,0,0,18.28,1,1128.85
15,19.83,85.51,1,0,71.34,2,389.38
17,39.48,34.8,2,0,24.14,1,1082.18
10,63.81,86.13,0,1,39.03,1,831.76
8,17.09,67.07,1,0,43.75,2,790.83
9,37.21,68.3,0,0,38.5,1,913.1
15,15.05,24.71,1,0,22.29,1,1050.49
19,52.03,100.0,0,1,42.68,2,765.0
7,61.29,75.54,1,1,31.34,1,948.35
17,27.35,41.37,2,0,36.25,1,932.4
12,35.43,79.5,1,1,57.39,2,645.3
14,59.64,78.89,1,0,42.91,2,800.49
20,27.35,96.45,1,1,65.5,2,473.38
12,19.79,65.81,0,0,55.07,2,622.66
13,50.8,72.24,1,0,36.12,1,962.19
4,41.8,59.14,0,0,26.48,1,1047.94
8,29.05,83.96,0,1,44.38,2,777.72
11,56.65,56.33,0,1,19.22,1,1138.95
6,44.76,54.14,1,1,26.55,1,1033.63
15,47.84,70.64,0,0,33.7,1,943.56
13,57.5,47.48,1,0,20.58,1,1066.68
14,33.97,100.0,1,0,81.81,2,275.27
10,41.37,100.0,0,1,62.25,2,505.95
11,39.04,62.93,0,1,44.79,2,731.99
16,33.18,44.27,2,0,22.83,1,1079.07
21,33.88,78.73,2,0,35.46,1,921.2
7,58.14,62.36,0,1,22.89,1,1081.75
19,38.23,95.49,0,0,45.64,2,752.31
15,18.94,56.26,0,0,42.11,2,762.22
15,11.96,82.89,0,0,74.17,0,332.15
14,16.48,74.28,0,0,61.48,2,576.37
8,13.84,58.47,2,1,42.14,2,786.75
8,75.1,76.8,2,1,18.36,1,1113.31
15,51.98,89.57,1,0,41.33,2,812.41
12,35.92,73.74,0,0,42.54,2,783.98
20,74.58,73.95,0,0,6.03,1,1296.25
13,53.62,54.54,1,1,27.36,1,1067.68
9,14.65,94.88,1,0,92.76,2,188.14
17,14.81,92.89,0,0,86.59,0,208.14
11,32.94,63.79,1,1,50.36,2,671.19
14,31.46,69.51,1,1,61.89,2,524.32
16,43.65,100.0,1,1,67.01,2,510.39
20,58.73,49.33,0,1,19.78,1,1083.1
18,34.53,84.09,1,0,57.5,2,646.65
16,89.44,60.83,0,1,0.0,1,1389.06
16,52.46,100.0,1,0,58.41,2,581.69
21,49.21,73.27,0,0,33.23,1,987.33
11,37.28,97.21,0,0,67.91,0,404.95
0,64.25,56.77,0,0,9.46,1,1197.77
11,43.01,47.03,0,0,38.95,1,858.13
10,24.41,67.31,2,1,46.84,2,726.51
16,41.79,77.25,0,0,41.51,2,786.72
15,49.68,61.79,2,1,28.31,1,1049.55
15,29.61,87.17,0,0,62.21,2,542.6
4,25.55,67.8,0,0,34.99,1,892.11
17,39.22,30.37,1,0,17.73,1,1120.9
12,43.26,83.06,0,1,40.47,2,816.68
16,49.78,54.35,1,0,26.0,1,983.29
14,59.76,64.77,0,1,32.74,1,914.77
12,40.67,100.0,1,1,64.12,2,499.35
9,33.0,100.0,0,1,61.76,2,566.66
8,48.93,60.49,1,0,23.61,1,1060.2
18,26.33,83.56,0,0,61.11,2,560.48
20,15.86,60.95,1,1,49.52,2,685.92
16,29.34,66.26,1,0,50.11,2,674.49
9,33.52,59.88,0,0,35.82,1,900.57
13,38.13,37.51,0,0,28.26,1,1036.11
17,33.04,73.9,1,1,59.61,2,527.09
18,44.93,77.76,2,0,49.63,2,677.38
9,40.88,58.58,0,0,32.72,1,991.71
0,31.3,93.76,1,0,48.17,2,678.98
17,14.41,63.28,0,1,62.79,2,479.88
12,9.89,59.26,0,0,55.35,2,552.28
11,14.81,82.53,2,0,58.57,2,597.12
3,28.58,41.15,1,0,25.41,1,1067.09
14,21.86,90.13,1,0,79.46,2,316.15
19,35.13,63.96,0,0,28.37,1,971.42
21,16.81,91.79,0,0,65.47,0,410.03
15,27.93,97.76,1,0,78.46,2,373.87
14,13.48,84.8,2,0,73.27,0,282.72
8,17.45,55.76,1,0,46.53,2,753.38
14,49.86,46.98,0,1,21.91,1,1036.16
12,55.01,43.32,0,0,15.95,1,1124.52
15,20.37,94.06,0,0,78.89,0,256.63
13,26.67,69.3,1,0,43.77,2,783.2
11,37.54,60.02,0,0,33.45,1,992.75
8,71.5,69.36,0,1,24.69,1,1083.52
12,34.6,93.61,1,1,72.2,2,460.17
8,18.42,87.57,1,0,63.01,2,529.35
10,63.88,80.77,1,1,27.69,1,999.12
22,12.58,84.76,2,1,53.21,2,676.95
13,34.59,75.6,0,0,49.84,2,722.78
14,70.92,78.04,2,0,19.33,1,1145.97
19,15.29,76.42,1,0,65.96,2,506.88
23,34.65,72.0,2,1,31.95,1,1008.4
15,33.6,87.07,0,0,58.26,2,591.19
18,85.09,79.23,0,0,5.19,1,1287.06
12,52.16,54.39,1,1,24.92,1,1072.76
12,59.73,82.58,2,0,33.67,1,960.26
13,50.16,76.94,1,0,44.98,2,766.81
16,58.7,84.23,1,0,40.17,2,793.97
16,33.77,69.92,0,0,43.37,2,786.78
12,51.21,88.23,1,0,51.18,2,691.52
9,16.87,70.77,1,0,62.86,2,532.08
15,8.22,86.48,1,0,93.81,2,131.72
9,85.98,62.87,1,1,6.45,1,1309.83
15,74.54,64.25,0,0,13.73,1,1148.94
16,69.33,84.04,1,0,27.6,1,990.12
16,49.96,65.36,0,0,36.94,1,911.74
17,86.27,100.0,2,1,12.8,1,1121.12
19,41.37,83.33,1,1,50.98,2,714.56
14,82.98,72.5,1,0,11.61,1,1211.07
17,58.32,88.4,2,0,34.5,1,982.15
15,62.03,62.39,0,1,24.52,1,1109.92
10,42.42,90.46,0,0,48.17,2,697.34
6,63.35,89.9,1,0,26.01,1,1078.39
11,17.52,97.07,0,0,80.82,0,198.36
13,62.32,63.18,0,1,36.75,1,922.05
15,57.97,47.55,2,1,15.83,1,1145.86
19,72.55,59.8,1,0,12.05,1,1226.29
10,62.01,66.37,0,0,26.61,1,1057.14
9,46.01,100.0,0,1,51.73,2,654.44
21,57.11,100.0,0,0,33.24,1,967.51
9,39.65,78.89,1,0,45.18,2,766.12
14,29.29,72.19,0,0,47.17,2,719.59
15,37.26,65.0,2,0,32.95,1,1030.74
14,22.42,88.49,1,1,72.87,2,401.39
8,42.98,100.0,0,0,47.22,2,763.06
8,56.25,100.0,0,0,25.36,1,1080.04
9,13.29,94.76,1,0,92.84,2,110.12
15,53.8,94.47,0,1,43.04,2,808.29
14,26.66,88.65,0,1,66.22,0,437.62
11,55.85,71.05,2,0,31.17,1,979.44
15,43.42,57.27,0,1,35.88,1,930.52
18,48.05,71.58,0,0,34.04,1,956.31
7,8.15,80.45,1,1,74.8,2,423.66
14,32.7,42.93,0,0,36.63,1,897.99
16,44.71,68.94,0,0,33.06,1,1000.87
11,55.77,55.48,0,0,28.31,1,977.75
12,41.95,92.28,2,0,42.64,2,715.46
15,51.54,61.01,2,1,33.82,1,962.0
20,6.92,78.56,0,1,65.55,0,451.2
18,34.71,58.0,1,0,37.91,1,889.73
15,75.28,100.0,0,0,30.47,1,916.46
17,46.48,37.98,1,1,27.09,1,980.22
12,28.09,81.52,0,0,55.22,2,630.44
15,44.29,46.45,0,0,26.52,1,1031.51
13,34.15,61.81,1,1,43.46,2,796.95
10,52.38,76.12,0,0,28.28,1,1012.78
16,59.55,77.11,0,0,32.13,1,942.18
14,47.68,76.59,1,0,42.3,2,781.69
12,47.39,75.03,1,0,38.69,1,916.14
20,29.53,59.16,1,1,49.86,2,722.21
5,28.93,68.72,2,0,26.21,1,1032.19
12,49.38,72.63,0,0,37.48,1,902.21
8,17.71,75.91,0,0,58.49,2,601.45
17,36.21,70.69,0,0,43.81,2,731.85
16,59.6,86.59,0,0,31.31,1,996.39
12,80.9,73.87,0,1,16.3,1,1147.4
16,64.56,76.03,0,0,29.22,1,997.1
13,64.82,64.35,0,1,28.15,1,1012.28
17,9.25,50.95,0,0,55.59,2,616.78
13,55.11,75.08,0,0,31.42,1,1030.39
13,52.06,96.15,0,1,49.38,2,673.35
20,27.56,80.88,1,0,51.66,2,647.61
11,39.71,55.65,0,0,36.88,1,950.78
9,48.99,88.29,0,0,45.96,2,741.8
15,25.27,65.3,2,0,43.02,2,786.75
22,68.66,86.29,1,1,18.78,1,1093.79
12,55.74,64.62,0,0,26.86,1,1035.09
8,38.25,79.07,1,1,49.11,2,714.95
12,64.69,61.63,1,0,19.11,1,1100.48
14,34.22,62.14,0,0,39.34,1,896.76
10,45.48,40.67,0,1,23.37,1,1063.46
16,17.07,82.24,1,1,71.08,2,407.73
23,62.01,79.4,0,1,16.91,1,1177.43
13,5.69,80.53,0,0,72.64,0,362.42
12,57.92,77.51,0,0,40.46,2,798.37
13,27.96,56.75,0,0,36.73,1,922.71
9,35.99,91.32,2,0,52.33,2,691.81
19,5.13,91.86,0,0,73.23,0,309.43
13,15.9,56.24,0,0,43.41,2,769.54
13,55.86,82.64,1,1,34.93,1,919.26
16,25.28,89.5,0,0,70.23,0,326.71
13,43.5,62.6,1,0,32.27,1,950.87
16,20.79,66.08,0,1,59.49,2,532.36
8,60.06,82.68,0,0,30.41,1,997.82
18,70.2,41.79,1,0,13.32,1,1166.96
21,70.42,50.23,0,0,18.07,1,1091.21
16,22.48,52.2,0,0,55.98,2,630.49
21,60.28,36.07,2,0,13.99,1,1202.4
9,75.66,93.7,0,0,17.2,1,1133.68
14,19.05,32.24,0,0,33.54,1,968.6
15,28.52,78.86,0,0,57.3,2,568.23
15,37.72,88.23,0,0,65.51,0,402.74
13,41.11,66.13,0,0,36.42,1,925.23
12,21.28,58.63,0,1,54.88,2,652.51
9,35.91,76.66,0,0,49.13,2,679.02
13,33.51,72.04,0,0,61.18,2,527.92
10,19.09,92.07,0,1,76.81,0,307.7
17,56.12,19.43,1,0,24.39,1,1075.75
10,19.82,53.63,1,0,49.5,2,690.49
8,30.82,83.23,0,1,55.63,2,647.93
14,33.75,73.01,2,0,52.03,2,714.02
15,42.94,87.04,1,1,53.43,2,649.82
19,22.23,77.24,1,1,67.29,2,454.84
15,35.58,69.31,0,0,43.18,2,776.74
12,44.37,65.95,1,0,41.12,2,762.0
18,44.64,100.0,2,0,50.24,2,714.43
14,16.66,100.0,0,0,86.2,0,144.59
8,16.78,81.91,1,1,69.58,2,439.29
15,37.4,73.57,1,0,47.78,2,681.5
20,60.34,82.76,0,0,30.16,1,993.52
13,23.89,88.54,0,0,55.72,2,617.93
11,17.45,80.38,0,0,71.31,0,366.61
9,47.28,56.97,0,0,38.5,1,891.53
9,51.54,100.0,0,0,49.41,2,688.43
13,56.6,76.92,1,1,30.53,1,966.39
15,34.36,100.0,1,0,75.92,2,360.37
8,8.54,75.74,2,0,49.18,2,648.11
21,27.83,67.09,0,0,44.49,2,787.98
17,9.2,99.68,0,0,93.94,0,69.88
15,35.14,78.02,0,0,53.34,2,689.13
18,38.03,74.67,2,0,47.05,2,711.82
8,48.28,47.99,0,0,21.83,1,1030.95
14,31.9,85.2,1,0,64.69,2,490.22
15,64.74,62.13,0,0,25.59,1,1042.84
18,74.12,63.04,0,1,16.77,1,1150.67
18,56.38,62.19,0,0,23.69,1,1086.03
11,43.34,80.78,0,1,50.32,2,681.4
21,44.93,41.29,1,0,16.87,1,1137.45
9,44.06,67.78,0,1,39.41,1,849.62
19,35.83,91.61,0,0,46.01,2,715.64
22,44.87,47.09,1,0,17.21,1,1161.57
10,34.2,75.46,0,1,49.57,2,710.96
17,61.83,59.37,0,1,18.88,1,1103.26
7,40.09,63.93,2,1,36.26,1,945.05
13,38.02,100.0,0,0,67.07,0,412.22
14,37.8,38.99,1,0,33.25,1,924.45
15,11.71,87.31,1,0,83.85,2,281.15
21,17.94,62.44,0,0,43.95,2,763.73
16,17.26,61.45,0,1,57.4,2,559.29
14,45.53,49.77,0,0,27.75,1,976.25
18,9.91,87.08,0,0,79.07,0,265.41
21,48.98,68.17,1,0,21.71,1,1075.81
6,44.06,65.65,0,0,29.49,1,1041.5
22,46.48,74.2,0,0,30.92,1,1030.61
8,41.33,68.59,0,0,34.18,1,953.96
18,52.65,31.99,0,0,19.22,1,1147.86
11,57.23,62.18,1,0,32.26,1,932.14
9,36.68,89.91,1,0,59.14,2,530.35
13,52.0,41.87,1,0,21.01,1,1093.69
16,7.43,50.2,1,1,48.64,2,657.77
12,63.26,63.46,0,0,30.63,1,991.67
8,11.67,57.49,1,0,52.36,2,628.13
15,41.21,71.44,0,0,37.93,1,900.51
20,44.55,50.14,2,1,26.74,1,1023.91
12,44.54,64.24,0,0,37.02,1,924.83
10,36.33,71.04,2,1,39.32,1,888.01
13,27.74,84.98,1,0,68.17,2,449.9
7,50.45,96.9,1,0,49.18,2,648.76
18,38.59,66.77,0,0,45.7,2,736.45
18,11.04,100.0,0,0,100.0,0,0.0
15,55.05,68.32,0,0,31.18,1,1013.23
12,62.32,88.58,0,0,32.19,1,979.61
18,26.48,100.0,2,0,68.98,0,397.53
14,46.18,74.79,1,0,43.36,2,730.61
18,31.33,44.53,1,0,30.71,1,992.17
15,45.32,73.82,0,1,37.75,1,876.96
18,61.39,59.77,0,0,5.94,1,1283.21
15,30.27,66.51,1,0,54.69,2,593.78
13,48.11,100.0,0,0,43.7,2,753.06
21,7.74,47.54,2,0,31.13,1,935.07
14,25.56,78.01,1,1,68.53,2,452.8
15,17.93,54.45,0,0,43.07,2,713.78
10,80.22,65.85,1,0,25.08,1,1101.51
15,44.01,86.9,1,0,45.97,2,733.12
15,24.33,78.36,1,0,76.42,2,363.11
10,52.52,67.5,0,1,40.55,2,813.64
8,15.12,59.0,0,0,47.11,2,675.64
15,50.81,78.32,0,1,47.65,2,684.8
17,29.88,100.0,1,1,83.01,2,299.83
14,53.91,53.97,0,1,17.6,1,1143.61
10,12.31,100.0,1,0,99.03,2,70.06
16,3.39,95.99,0,0,85.33,0,195.45
8,54.89,99.39,2,0,31.66,1,979.17
13,32.47,78.17,2,1,49.49,2,701.24
10,58.29,95.42,1,0,39.23,1,890.98
10,50.3,51.82,0,0,30.49,1,963.69
10,58.96,58.64,0,1,24.2,1,1057.33
13,58.31,87.32,0,1,40.27,2,741.1
7,36.74,77.92,0,0,41.85,2,762.45
13,63.36,69.03,1,0,28.46,1,1001.15
14,48.67,21.95,1,0,7.96,1,1273.3
14,71.28,63.29,0,0,12.3,1,1217.71
12,15.42,48.52,0,1,42.32,2,749.6
19,23.52,81.87,1,1,60.26,2,533.66
9,35.17,68.18,2,0,46.75,2,758.23
14,46.57,59.43,0,0,24.87,1,1042.69
8,64.59,100.0,0,0,41.78,2,782.02
8,27.74,92.76,2,0,52.79,2,670.09
15,48.15,93.12,0,0,48.63,2,694.09
15,32.92,100.0,1,0,71.09,2,422.36
19,38.47,88.04,1,1,59.59,2,555.41
14,73.02,56.58,0,1,15.01,1,1154.63
21,49.03,54.24,0,0,26.39,1,1037.66
7,64.03,91.3,2,0,29.33,1,943.38
9,64.82,30.81,0,0,14.19,1,1168.93
7,18.39,70.44,0,1,57.51,2,606.1
10,29.62,28.58,0,0,22.8,1,1089.09
14,49.19,73.98,0,0,32.83,1,998.37
16,52.51,89.08,1,0,36.14,1,941.44
7,86.31,77.59,2,0,9.18,1,1252.09
21,75.14,90.76,2,1,20.32,1,1107.02
19,47.53,100.0,0,1,59.21,2,555.73
11,7.11,69.13,0,0,63.63,2,531.5
8,14.54,100.0,0,1,78.15,0,271.95
10,61.26,76.25,2,0,30.47,1,973.07
9,48.62,90.98,0,0,49.32,2,662.16
9,70.14,59.78,0,1,22.96,1,1072.89
14,10.15,100.0,1,0,94.74,2,177.78
11,45.03,92.83,0,0,46.15,2,729.48
12,30.46,100.0,0,1,71.62,0,341.43
23,22.48,73.09,0,0,28.79,1,1017.19
16,4.27,46.89,1,0,49.18,2,704.3
21,20.65,81.21,1,0,60.5,2,561.47
9,70.07,38.06,1,0,14.14,1,1179.05
12,43.38,65.28,0,0,35.63,1,907.15
14,40.22,75.82,0,0,40.25,2,827.2
8,68.55,100.0,1,0,35.96,1,905.65
0,46.94,78.37,2,1,27.92,1,1062.12
16,18.77,74.79,0,1,68.1,0,387.42
16,27.89,70.74,0,0,51.93,2,658.43
13,48.78,45.16,1,1,29.03,1,1024.38
14,39.97,73.72,0,0,37.44,1,881.07
13,56.82,74.06,0,1,39.97,1,887.63
6,58.78,52.63,0,1,20.34,1,1109.41
12,15.14,48.27,2,0,36.77,1,921.14
10,19.94,62.37,1,0,56.36,2,583.11
9,25.28,73.3,0,1,62.52,2,509.01
21,40.6,62.85,1,0,35.1,1,873.87
15,18.29,50.98,0,0,33.74,1,931.35
17,14.76,77.79,0,0,64.54,2,490.24
12,43.99,82.78,0,0,47.13,2,694.47
13,34.72,74.43,0,0,48.42,2,695.44
11,68.2,60.74,2,0,23.97,1,1064.28
8,11.5,83.9,0,0,58.31,2,595.25
10,78.88,68.19,0,0,10.23,1,1244.16
18,18.77,48.22,2,0,29.96,1,1009.99
16,53.38,92.72,0,1,47.54,2,730.31
14,81.25,79.07,0,1,7.94,1,1262.99
14,27.1,69.61,0,0,54.47,2,628.02
20,61.46,40.58,2,1,8.64,1,1274.25
8,25.05,57.1,0,1,34.33,1,958.79
11,42.4,100.0,0,1,69.33,0,323.62
12,50.54,41.83,1,1,30.06,1,984.06
18,59.77,66.97,2,1,26.06,1,983.23
23,8.65,71.67,1,0,43.86,2,698.97
11,21.5,78.41,0,0,71.62,0,325.26
19,9.31,42.06,1,0,36.78,1,904.82
18,35.96,75.48,1,0,54.42,2,614.29
10,88.92,38.28,1,1,9.46,1,1183.21
13,74.5,73.95,1,0,10.93,1,1242.11
13,35.17,58.95,0,1,36.93,1,885.67
22,18.19,54.68,1,1,35.83,1,934.76
10,82.86,88.7,1,0,17.37,1,1121.13
18,82.0,67.29,0,0,5.59,1,1267.97
12,31.0,81.47,0,0,57.85,2,598.84
17,17.02,82.14,0,0,68.32,0,369.64
13,36.54,97.4,1,1,79.72,2,328.42
15,13.3,47.83,1,1,52.9,2,653.5
18,28.42,90.38,0,0,63.35,2,476.96
18,6.73,72.33,1,0,73.23,2,415.57
19,17.22,64.44,1,0,57.88,2,557.3
8,27.03,49.01,2,0,28.78,1,971.31
16,61.58,84.13,0,1,27.08,1,1003.19
9,42.39,53.56,0,0,41.32,2,808.55
13,30.56,82.36,1,0,57.96,2,536.52
14,26.0,100.0,0,0,86.4,0,182.74
13,78.3,91.6,0,0,22.02,1,1096.0
14,22.24,99.83,0,0,74.45,0,308.89
23,4.2,57.62,1,0,30.67,1,989.4
9,60.09,87.25,0,0,38.71,1,876.77
16,31.93,49.12,0,0,25.68,1,1062.29
13,28.39,67.33,0,0,50.0,2,667.17
9,24.69,100.0,0,0,84.97,0,131.55
10,42.01,59.84,2,1,27.11,1,1022.42
21,57.34,94.23,0,1,41.68,2,803.92
19,63.42,92.31,1,0,29.37,1,1012.3
20,47.62,93.49,0,1,51.94,2,711.13
23,65.72,46.66,0,1,12.08,1,1197.39
10,21.13,82.5,2,0,58.47,2,573.56
12,3.35,68.87,2,0,65.94,0,401.72
16,77.97,93.77,0,0,23.78,1,1041.3
14,31.28,38.9,0,1,24.04,1,1047.28
13,61.15,79.36,0,0,39.76,1,841.67
12,11.63,76.53,0,1,63.33,2,451.26
15,42.21,32.2,1,0,21.84,1,1070.46
15,21.58,54.29,0,0,38.46,1,889.17
10,39.39,35.4,1,0,16.16,1,1174.96
13,46.82,57.47,1,0,27.95,1,997.31
14,56.3,82.98,0,0,36.02,1,900.88
15,34.12,75.91,1,0,56.76,2,629.79
10,20.18,75.39,1,0,71.49,2,382.23
17,31.56,51.21,1,0,45.93,2,723.98
6,75.78,94.41,2,0,15.79,1,1189.23
12,44.23,71.62,1,0,41.72,2,758.06
18,9.38,72.67,1,0,77.64,2,302.34
15,29.05,90.81,2,0,54.91,2,672.26
11,42.86,52.17,1,0,24.81,1,1076.22
16,65.3,76.57,0,0,31.26,1,999.75
15,76.55,80.47,0,0,25.49,1,1041.44
18,56.06,61.09,2,0,20.05,1,1128.62
17,24.19,85.05,0,0,74.28,0,233.93
15,22.23,81.54,0,0,66.33,0,390.89
14,42.84,69.98,0,0,42.17,2,802.37
9,38.61,69.36,1,0,44.25,2,707.13
11,25.15,82.47,1,0,72.99,2,394.15
13,12.93,87.77,0,1,72.62,0,338.11
15,49.45,73.26,0,1,37.19,1,880.22
14,25.26,94.4,2,1,63.01,2,524.05
11,49.46,85.17,1,0,40.81,2,801.87
1,45.8,36.23,2,0,16.69,1,1158.83
14,66.12,43.9,0,1,17.32,1,1130.12
11,80.17,95.64,1,0,24.89,1,1026.48
17,13.01,67.06,1,0,62.78,2,538.48
6,19.64,75.28,0,0,47.27,2,722.88
15,74.54,94.79,1,0,26.93,1,1035.5
21,58.96,71.87,0,0,24.18,1,1063.22
10,17.99,72.75,1,1,65.71,2,501.66
13,76.49,54.63,1,1,4.92,1,1317.32
8,11.64,79.4,0,0,65.46,0,423.79
15,12.88,83.73,1,1,89.51,2,208.83
14,31.02,60.44,0,0,56.33,2,588.2
13,63.88,53.56,1,0,19.61,1,1156.31
14,32.31,100.0,0,0,64.36,2,474.05
20,47.24,70.14,0,0,24.8,1,1046.33
10,6.58,58.33,0,0,59.29,2,553.3
6,83.17,86.13,0,0,13.8,1,1129.6
19,29.29,70.98,1,0,57.45,2,601.22
15,52.52,50.28,1,0,21.68,1,1083.73
19,37.48,81.66,0,1,51.83,2,659.04
15,41.42,54.94,0,1,31.18,1,970.49
18,20.89,100.0,0,0,85.83,0,192.61
13,8.67,81.89,1,0,84.95,2,287.06
17,23.83,66.46,0,1,45.38,2,702.42
20,53.8,74.19,0,1,31.73,1,1022.15
15,22.97,90.07,1,0,66.58,2,473.85
10,58.57,75.72,0,0,25.56,1,1060.95
11,59.78,100.0,0,0,34.7,1,939.0
10,8.38,94.72,0,0,83.57,0,200.31
11,29.95,81.75,0,1,58.82,2,590.88
12,52.1,53.26,0,0,26.33,1,1073.53
14,25.11,69.06,1,1,60.31,2,579.57
15,70.57,81.58,0,0,23.89,1,1056.01
13,32.08,55.54,0,0,39.39,1,874.82
15,6.17,97.87,0,0,85.58,0,156.09
8,55.4,52.52,1,0,22.26,1,1104.29
8,21.81,59.26,2,0,42.62,2,786.3
10,42.13,60.75,1,0,37.85,1,885.58
14,60.44,86.88,0,1,38.56,1,927.07
10,72.7,55.9,1,0,18.79,1,1156.68
11,4.92,36.0,0,0,38.54,1,942.21
13,45.24,93.76,0,0,52.78,2,622.98
18,32.99,63.11,0,0,46.52,2,718.76
4,18.1,50.63,0,0,31.56,1,965.37
16,18.1,56.9,0,0,49.89,2,759.4
16,19.9,100.0,0,0,82.31,0,212.53
18,21.89,58.86,0,1,43.24,2,799.06
20,24.06,69.53,2,0,36.92,1,938.05
5,75.9,63.06,2,0,7.81,1,1253.8
9,30.68,47.35,2,0,37.3,1,904.1
19,28.69,57.15,0,0,35.82,1,935.85
13,59.3,45.98,2,0,18.39,1,1167.07
15,17.79,91.12,1,0,72.56,2,404.14
16,88.04,74.02,2,0,8.93,1,1227.53
16,22.83,100.0,0,0,77.6,0,296.8
20,51.12,57.82,1,1,16.01,1,1123.47
23,71.31,54.82,0,0,12.47,1,1208.0
17,44.13,100.0,0,0,47.61,2,740.46
11,6.43,93.16,0,0,83.54,0,210.44
19,27.49,79.7,2,0,51.78,2,641.63
7,53.1,49.73,0,0,20.61,1,1072.62
11,7.46,100.0,0,0,90.3,0,152.03
20,6.52,70.56,2,1,53.43,2,633.62
11,66.14,63.39,0,0,19.37,1,1090.49
10,44.19,94.86,2,0,48.45,2,732.75
9,10.5,71.55,1,0,64.44,2,530.71
19,24.5,48.69,0,0,38.7,1,854.02
14,34.27,72.81,0,0,42.11,2,850.06
16,45.4,56.37,0,1,23.68,1,1049.6
11,18.06,11.81,2,1,14.1,1,1204.29
17,50.66,54.37,2,1,23.17,1,1131.61
17,47.55,61.45,0,0,32.58,1,985.67
12,33.67,48.89,0,0,35.7,1,929.37
13,30.1,83.5,0,1,57.69,2,544.75
10,27.81,56.45,1,1,47.76,2,768.17
22,48.29,81.57,0,0,32.77,1,982.73
